Date,Open,High,Low,Close,Adj Close,Volume
2019-03-11,2967.60009765625,3033.949951171875,2961.89990234375,3028.85009765625,3028.85009765625,1117700
2019-03-12,3052.800048828125,3065.800048828125,3036.64990234375,3043.050048828125,3043.050048828125,1018900
2019-03-13,3041.39990234375,3042.449951171875,2977.39990234375,2985.75,2985.75,1092800
2019-03-14,2993.0,3021.25,2982.300048828125,3002.050048828125,3002.050048828125,785900
2019-03-15,2996.89990234375,3015.14990234375,2973.35009765625,3008.25,3008.25,1367800
2019-03-18,3017.89990234375,3032.39990234375,2988.949951171875,3028.39990234375,3028.39990234375,808300
2019-03-19,3033.64990234375,3055.199951171875,3014.64990234375,3027.39990234375,3027.39990234375,868700
2019-03-20,3037.64990234375,3038.25,2988.0,2996.10009765625,2996.10009765625,1202300
2019-03-22,2986.0,3009.800048828125,2976.14990234375,2983.199951171875,2983.199951171875,908100
2019-03-25,2956.0,2956.39990234375,2920.60009765625,2949.64990234375,2949.64990234375,748100
2019-03-26,2957.449951171875,2989.89990234375,2956.60009765625,2980.60009765625,2980.60009765625,675000
2019-03-27,2992.85009765625,3006.199951171875,2972.75,2982.10009765625,2982.10009765625,767700
2019-03-28,2980.89990234375,2989.60009765625,2967.75,2973.699951171875,2973.699951171875,1242500
2019-04-01,3084.64990234375,3145.949951171875,3082.39990234375,3102.300048828125,3102.300048828125,1381000
2019-04-02,3122.85009765625,3122.85009765625,3072.10009765625,3089.10009765625,3089.10009765625,882400
2019-04-03,3106.39990234375,3135.35009765625,3077.699951171875,3085.0,3085.0,1062200
2019-04-04,3082.89990234375,3091.35009765625,3052.300048828125,3071.89990234375,3071.89990234375,932700
2019-04-05,3082.10009765625,3140.050048828125,3073.449951171875,3132.35009765625,3132.35009765625,914600
2019-04-08,3153.800048828125,3162.199951171875,3092.75,3101.699951171875,3101.699951171875,854300
2019-04-09,3105.25,3139.699951171875,3069.64990234375,3133.64990234375,3133.64990234375,788000
2019-04-10,3121.25,3156.35009765625,3098.699951171875,3105.199951171875,3105.199951171875,909900
2019-04-11,3099.39990234375,3110.300048828125,3058.449951171875,3067.449951171875,3067.449951171875,794300
2019-04-12,3072.550048828125,3083.800048828125,3050.699951171875,3071.60009765625,3071.60009765625,600500
2019-04-15,3090.699951171875,3152.949951171875,3087.800048828125,3141.35009765625,3141.35009765625,940400
2019-04-16,3154.449951171875,3177.39990234375,3143.699951171875,3149.89990234375,3149.89990234375,1353000
2019-04-18,3155.550048828125,3158.300048828125,3085.39990234375,3109.85009765625,3109.85009765625,958100
2019-04-22,3105.64990234375,3113.050048828125,3048.25,3054.10009765625,3054.10009765625,689800
2019-04-23,3054.75,3077.85009765625,3038.64990234375,3042.0,3042.0,659400
2019-04-24,3050.35009765625,3057.300048828125,3009.300048828125,3047.75,3047.75,865100
2019-04-25,3044.39990234375,3060.89990234375,2985.0,2991.10009765625,2991.10009765625,895000
2019-04-26,3016.949951171875,3073.0,3007.25,3046.64990234375,3046.64990234375,1369400
2019-04-30,3048.89990234375,3099.449951171875,2996.39990234375,3089.10009765625,3089.10009765625,1174700
2019-05-02,3078.449951171875,3108.949951171875,3063.89990234375,3085.5,3085.5,802700
2019-05-03,3090.449951171875,3096.800048828125,3068.25,3081.25,3081.25,652300
2019-05-06,3011.75,3034.300048828125,3004.75,3018.75,3018.75,772700
2019-05-07,3042.0,3061.85009765625,2972.25,2980.39990234375,2980.39990234375,783100
2019-05-08,2968.89990234375,2991.10009765625,2949.0,2959.5,2959.5,911700
2019-05-09,2959.449951171875,2973.0,2905.10009765625,2917.10009765625,2917.10009765625,752000
2019-05-10,2928.949951171875,2944.199951171875,2855.050048828125,2872.5,2872.5,1163400
2019-05-13,2862.60009765625,2868.300048828125,2805.5,2820.85009765625,2820.85009765625,698400
2019-05-14,2801.5,2852.14990234375,2787.949951171875,2837.89990234375,2837.89990234375,1242400
2019-05-15,2845.199951171875,2863.300048828125,2767.0,2778.39990234375,2778.39990234375,900700
2019-05-16,2788.199951171875,2819.64990234375,2760.35009765625,2810.85009765625,2810.85009765625,801500
2019-05-17,2800.699951171875,2821.699951171875,2779.199951171875,2807.25,2807.25,697200
2019-05-20,2875.0,2927.699951171875,2856.64990234375,2899.14990234375,2899.14990234375,768000
2019-05-21,2912.550048828125,2913.0,2839.199951171875,2854.25,2854.25,629500
2019-05-22,2852.199951171875,2879.14990234375,2826.39990234375,2864.449951171875,2864.449951171875,911600
2019-05-23,2904.800048828125,2910.35009765625,2811.14990234375,2822.0,2822.0,1006600
2019-05-24,2839.449951171875,2910.60009765625,2804.35009765625,2904.300048828125,2904.300048828125,874000
2019-05-27,2898.449951171875,2972.550048828125,2887.39990234375,2965.699951171875,2965.699951171875,884700
2019-05-28,2972.0,3020.85009765625,2969.300048828125,2992.949951171875,2992.949951171875,1502000
2019-05-29,2985.10009765625,2986.85009765625,2927.85009765625,2937.300048828125,2937.300048828125,882500
2019-05-30,2939.10009765625,2946.64990234375,2914.300048828125,2924.5,2924.5,892300
2019-05-31,2953.550048828125,2965.64990234375,2875.10009765625,2900.39990234375,2900.39990234375,1305200
2019-06-03,2905.0,2956.800048828125,2886.300048828125,2951.25,2951.25,774000
2019-06-04,2942.10009765625,2973.60009765625,2937.85009765625,2956.39990234375,2956.39990234375,696600
2019-06-06,2959.449951171875,2966.89990234375,2911.800048828125,2923.050048828125,2923.050048828125,771000
2019-06-07,2921.25,2952.14990234375,2892.699951171875,2906.949951171875,2906.949951171875,691400
2019-06-10,2935.35009765625,2954.10009765625,2890.60009765625,2912.25,2912.25,579200
2019-06-11,2926.35009765625,2955.949951171875,2906.699951171875,2950.64990234375,2950.64990234375,678500
2019-06-12,2950.85009765625,2997.199951171875,2942.75,2962.10009765625,2962.10009765625,918800
2019-06-13,2956.60009765625,2960.64990234375,2914.800048828125,2955.949951171875,2955.949951171875,896100
2019-06-14,2946.14990234375,2975.550048828125,2926.25,2944.89990234375,2944.89990234375,586000
2019-06-17,2940.89990234375,2941.35009765625,2855.35009765625,2860.5,2860.5,811400
2019-06-18,2861.89990234375,2892.050048828125,2838.300048828125,2874.89990234375,2874.89990234375,814200
2019-06-19,2906.85009765625,2935.39990234375,2856.800048828125,2886.300048828125,2886.300048828125,1236500
2019-06-20,2884.10009765625,2944.10009765625,2870.35009765625,2940.10009765625,2940.10009765625,896000
2019-06-21,2932.699951171875,2952.60009765625,2919.64990234375,2930.199951171875,2930.199951171875,1020400
2019-06-24,2932.85009765625,2949.60009765625,2887.050048828125,2892.449951171875,2892.449951171875,791200
2019-06-25,2862.550048828125,2946.60009765625,2854.89990234375,2942.64990234375,2942.64990234375,901800
2019-06-26,2927.25,3028.89990234375,2924.14990234375,3022.949951171875,3022.949951171875,1010800
2019-06-27,3027.5,3044.5,3004.64990234375,3014.199951171875,3014.199951171875,1092200
2019-06-28,3014.699951171875,3024.550048828125,2960.35009765625,2980.199951171875,2980.199951171875,796900
2019-07-01,3002.60009765625,3022.449951171875,2959.5,2977.949951171875,2977.949951171875,856300
2019-07-02,2978.35009765625,2998.85009765625,2958.39990234375,2993.35009765625,2993.35009765625,644100
2019-07-03,2991.10009765625,3007.550048828125,2968.14990234375,2992.14990234375,2992.14990234375,826100
2019-07-04,2983.550048828125,2991.5,2957.35009765625,2962.5,2962.5,616600
2019-07-05,2966.75,2971.050048828125,2843.89990234375,2851.25,2851.25,882400
2019-07-08,2831.550048828125,2854.25,2782.10009765625,2791.199951171875,2791.199951171875,896400
2019-07-09,2791.64990234375,2811.550048828125,2770.75,2788.050048828125,2788.050048828125,719700
2019-07-10,2791.699951171875,2812.449951171875,2736.60009765625,2756.449951171875,2756.449951171875,972900
2019-07-11,2792.14990234375,2812.25,2765.699951171875,2805.25,2805.25,994800
2019-07-12,2811.0,2859.550048828125,2785.39990234375,2826.300048828125,2826.300048828125,950300
2019-07-15,2831.0,2833.5,2783.0,2823.0,2823.0,674000
2019-07-16,2814.199951171875,2851.699951171875,2810.550048828125,2847.35009765625,2847.35009765625,658900
2019-07-17,2842.5,2859.39990234375,2827.89990234375,2848.800048828125,2848.800048828125,582100
2019-07-18,2837.85009765625,2840.39990234375,2772.0,2778.60009765625,2778.60009765625,689300
2019-07-19,2795.39990234375,2807.89990234375,2734.0,2741.85009765625,2741.85009765625,870600
2019-07-22,2743.64990234375,2795.699951171875,2734.85009765625,2788.10009765625,2788.10009765625,858500
2019-07-23,2792.25,2796.949951171875,2765.89990234375,2778.75,2778.75,615800
2019-07-24,2780.39990234375,2786.10009765625,2691.449951171875,2712.949951171875,2712.949951171875,954100
2019-07-25,2718.0,2736.25,2678.050048828125,2686.39990234375,2686.39990234375,1051500
2019-07-26,2694.949951171875,2708.39990234375,2662.35009765625,2692.449951171875,2692.449951171875,1004500
2019-07-29,2686.85009765625,2689.14990234375,2603.300048828125,2611.89990234375,2611.89990234375,871100
2019-07-30,2614.0,2646.199951171875,2510.35009765625,2527.0,2527.0,1024100
2019-07-31,2513.550048828125,2595.89990234375,2495.39990234375,2588.14990234375,2588.14990234375,1003200
2019-08-01,2571.199951171875,2572.050048828125,2486.699951171875,2507.050048828125,2507.050048828125,978800
2019-08-02,2474.699951171875,2494.949951171875,2430.35009765625,2459.10009765625,2459.10009765625,1336200
2019-08-05,2428.199951171875,2439.449951171875,2362.75,2415.35009765625,2415.35009765625,1054800
2019-08-06,2385.5,2466.5,2385.10009765625,2448.050048828125,2448.050048828125,971300
2019-08-07,2441.85009765625,2445.14990234375,2378.199951171875,2389.449951171875,2389.449951171875,986900
2019-08-08,2391.25,2425.14990234375,2355.75,2418.800048828125,2418.800048828125,1382800
2019-08-09,2430.699951171875,2453.5,2390.10009765625,2398.0,2398.0,1118100
2019-08-13,2381.85009765625,2410.75,2350.050048828125,2355.89990234375,2355.89990234375,1403800
2019-08-14,2381.699951171875,2423.64990234375,2367.75,2411.050048828125,2411.050048828125,1623200
2019-08-16,2391.949951171875,2411.199951171875,2356.5,2402.050048828125,2402.050048828125,1156800
2019-08-19,2413.699951171875,2420.699951171875,2384.89990234375,2391.35009765625,2391.35009765625,740300
2019-08-20,2391.64990234375,2393.050048828125,2337.199951171875,2351.14990234375,2351.14990234375,925000
2019-08-21,2340.35009765625,2342.39990234375,2277.25,2283.199951171875,2283.199951171875,1260700
2019-08-22,2263.199951171875,2272.550048828125,2189.85009765625,2203.60009765625,2203.60009765625,1561400
2019-08-23,2191.39990234375,2290.14990234375,2183.25,2278.64990234375,2278.64990234375,1295000
2019-08-26,2297.300048828125,2305.25,2174.10009765625,2256.64990234375,2256.64990234375,1486000
2019-08-27,2275.85009765625,2314.199951171875,2262.64990234375,2303.89990234375,2303.89990234375,1309900
2019-08-28,2297.800048828125,2299.699951171875,2211.89990234375,2226.449951171875,2226.449951171875,1041300
2019-08-29,2212.949951171875,2274.75,2196.10009765625,2254.35009765625,2254.35009765625,1621800
2019-08-30,2282.14990234375,2310.89990234375,2243.0,2289.949951171875,2289.949951171875,1647300
2019-09-03,2269.699951171875,2270.39990234375,2211.10009765625,2218.949951171875,2218.949951171875,800400
2019-09-04,2219.949951171875,2259.39990234375,2198.85009765625,2254.64990234375,2254.64990234375,1077200
2019-09-05,2280.10009765625,2341.35009765625,2280.10009765625,2313.60009765625,2313.60009765625,1403800
2019-09-06,2324.64990234375,2366.5,2295.5,2357.699951171875,2357.699951171875,1127600
2019-09-09,2356.85009765625,2382.89990234375,2322.60009765625,2360.050048828125,2360.050048828125,1068200
2019-09-11,2373.10009765625,2419.10009765625,2371.449951171875,2414.550048828125,2414.550048828125,1303700
2019-09-12,2423.60009765625,2452.550048828125,2403.85009765625,2410.60009765625,2410.60009765625,1404900
2019-09-13,2417.35009765625,2450.35009765625,2384.800048828125,2444.10009765625,2444.10009765625,1172500
2019-09-16,2418.800048828125,2447.64990234375,2414.550048828125,2440.550048828125,2440.550048828125,828300
2019-09-17,2441.35009765625,2468.699951171875,2369.699951171875,2375.85009765625,2375.85009765625,1938000
2019-09-18,2387.800048828125,2415.75,2373.449951171875,2402.64990234375,2402.64990234375,1313100
2019-09-19,2395.64990234375,2395.949951171875,2335.89990234375,2363.449951171875,2363.449951171875,1225800
2019-09-20,2374.75,2519.39990234375,2338.949951171875,2497.64990234375,2497.64990234375,2752100
2019-09-23,2569.25,2576.25,2496.85009765625,2526.199951171875,2526.199951171875,1446800
2019-09-24,2528.39990234375,2528.39990234375,2481.14990234375,2485.10009765625,2485.10009765625,952500
2019-09-25,2455.199951171875,2461.60009765625,2404.5,2419.75,2419.75,997600
2019-09-26,2427.85009765625,2529.949951171875,2422.550048828125,2520.449951171875,2520.449951171875,1766400
2019-09-27,2514.0,2515.800048828125,2446.10009765625,2453.949951171875,2453.949951171875,1394100
2019-09-30,2428.64990234375,2444.050048828125,2385.10009765625,2439.85009765625,2439.85009765625,1255500
2019-10-01,2441.550048828125,2449.75,2352.550048828125,2397.050048828125,2397.050048828125,1380000
2019-10-03,2368.949951171875,2370.89990234375,2316.5,2326.550048828125,2326.550048828125,1279600
2019-10-04,2344.85009765625,2349.0,2290.0,2297.199951171875,2297.199951171875,1145000
2019-10-07,2305.699951171875,2316.75,2264.949951171875,2269.949951171875,2269.949951171875,1424700
2019-10-09,2262.800048828125,2325.64990234375,2252.35009765625,2317.699951171875,2317.699951171875,1345100
2019-10-10,2300.64990234375,2309.89990234375,2278.699951171875,2283.35009765625,2283.35009765625,1163100
2019-10-11,2300.75,2357.5,2300.0,2337.10009765625,2337.10009765625,1384200
2019-10-14,2360.64990234375,2386.5,2352.0,2360.199951171875,2360.199951171875,1151500
2019-10-15,2354.449951171875,2425.85009765625,2331.449951171875,2397.050048828125,2397.050048828125,1680700
2019-10-16,2411.800048828125,2416.25,2379.550048828125,2388.300048828125,2388.300048828125,1068300
2019-10-17,2369.550048828125,2424.75,2352.10009765625,2410.949951171875,2410.949951171875,1324600
2019-10-18,2413.25,2463.25,2398.64990234375,2456.0,2456.0,1932300
2019-10-22,2453.0,2478.39990234375,2430.10009765625,2442.85009765625,2442.85009765625,1297200
2019-10-23,2436.5,2458.10009765625,2420.75,2436.85009765625,2436.85009765625,931500
2019-10-24,2435.199951171875,2453.449951171875,2414.85009765625,2419.550048828125,2419.550048828125,1190300
2019-10-25,2419.050048828125,2437.0,2404.89990234375,2410.85009765625,2410.85009765625,1019400
2019-10-29,2434.5,2528.10009765625,2428.39990234375,2518.300048828125,2518.300048828125,1528500
2019-10-30,2534.39990234375,2534.39990234375,2502.60009765625,2514.25,2514.25,1043300
2019-10-31,2525.800048828125,2539.300048828125,2492.0,2500.75,2500.75,1407100
2019-11-01,2494.85009765625,2568.35009765625,2483.5,2561.75,2561.75,1637100
2019-11-04,2578.85009765625,2660.10009765625,2578.35009765625,2642.14990234375,2642.14990234375,2511900
2019-11-05,2667.0,2673.75,2609.199951171875,2616.949951171875,2616.949951171875,1588300
2019-11-06,2613.89990234375,2656.699951171875,2608.800048828125,2633.449951171875,2633.449951171875,1491400
2019-11-07,2645.35009765625,2677.85009765625,2596.699951171875,2659.050048828125,2659.050048828125,2097200
2019-11-08,2652.14990234375,2669.949951171875,2607.25,2612.949951171875,2612.949951171875,1303300
2019-11-11,2610.14990234375,2622.449951171875,2598.550048828125,2610.10009765625,2610.10009765625,1173200
2019-11-13,2617.949951171875,2637.800048828125,2546.800048828125,2556.64990234375,2556.64990234375,1472000
2019-11-14,2560.199951171875,2562.10009765625,2499.5,2506.60009765625,2506.60009765625,1269800
2019-11-15,2512.64990234375,2529.050048828125,2491.0,2498.800048828125,2498.800048828125,1071300
2019-11-18,2511.35009765625,2550.300048828125,2495.60009765625,2539.64990234375,2539.64990234375,1075300
2019-11-19,2547.10009765625,2549.25,2512.449951171875,2517.949951171875,2517.949951171875,841800
2019-11-20,2520.10009765625,2549.85009765625,2509.75,2524.89990234375,2524.89990234375,991200
2019-11-21,2524.64990234375,2524.64990234375,2466.64990234375,2470.449951171875,2470.449951171875,886900
2019-11-22,2472.89990234375,2529.699951171875,2468.0,2521.14990234375,2521.14990234375,1205300
2019-11-25,2535.050048828125,2608.949951171875,2533.300048828125,2602.0,2602.0,1597000
2019-11-26,2614.60009765625,2627.89990234375,2565.64990234375,2580.550048828125,2580.550048828125,1559000
2019-11-27,2585.14990234375,2616.85009765625,2583.39990234375,2602.85009765625,2602.85009765625,845800
2019-11-28,2604.0,2662.800048828125,2597.89990234375,2656.85009765625,2656.85009765625,1174000
2019-11-29,2644.949951171875,2668.35009765625,2608.449951171875,2625.5,2625.5,1039400
2019-12-02,2631.85009765625,2637.10009765625,2612.14990234375,2632.64990234375,2632.64990234375,805700
2019-12-03,2627.85009765625,2629.25,2555.449951171875,2564.199951171875,2564.199951171875,1388000
2019-12-04,2536.800048828125,2613.14990234375,2514.0,2604.0,2604.0,1486700
2019-12-05,2605.699951171875,2611.199951171875,2535.85009765625,2543.949951171875,2543.949951171875,1008200
2019-12-06,2551.050048828125,2571.5,2516.550048828125,2535.85009765625,2535.85009765625,1195200
2019-12-09,2539.0,2577.050048828125,2528.449951171875,2551.699951171875,2551.699951171875,956000
2019-12-10,2549.0,2556.60009765625,2510.75,2515.89990234375,2515.89990234375,728300
2019-12-11,2524.64990234375,2533.60009765625,2484.0,2509.550048828125,2509.550048828125,824000
2019-12-12,2525.39990234375,2580.550048828125,2518.5,2568.800048828125,2568.800048828125,1039300
2019-12-13,2620.300048828125,2645.300048828125,2607.550048828125,2626.75,2626.75,1841400
2019-12-16,2640.550048828125,2642.5,2586.64990234375,2591.10009765625,2591.10009765625,1092300
2019-12-17,2603.89990234375,2677.25,2600.949951171875,2665.75,2665.75,2017000
2019-12-18,2667.75,2704.60009765625,2648.85009765625,2687.64990234375,2687.64990234375,1718600
2019-12-19,2678.85009765625,2697.64990234375,2667.75,2691.10009765625,2691.10009765625,1368900
2019-12-20,2693.35009765625,2724.64990234375,2684.300048828125,2707.5,2707.5,1762200
2019-12-23,2711.0,2738.0,2694.550048828125,2706.35009765625,2706.35009765625,1350100
2019-12-24,2716.5,2734.14990234375,2709.60009765625,2723.14990234375,2723.14990234375,1015600
2019-12-26,2725.10009765625,2754.949951171875,2721.10009765625,2739.0,2739.0,1495700
2019-12-27,2750.800048828125,2768.75,2724.64990234375,2760.35009765625,2760.35009765625,926400
2019-12-30,2765.199951171875,2801.60009765625,2737.699951171875,2796.5,2796.5,1057600
2019-12-31,2788.10009765625,2813.60009765625,2783.800048828125,2801.300048828125,2801.300048828125,1013800
2020-01-01,2805.449951171875,2818.0,2773.75,2796.050048828125,2796.050048828125,1082400
2020-01-02,2818.39990234375,2873.10009765625,2818.199951171875,2869.89990234375,2869.89990234375,2355000
2020-01-03,2860.64990234375,2867.75,2835.550048828125,2848.35009765625,2848.35009765625,1301100
2020-01-06,2828.25,2829.0,2761.449951171875,2765.75,2765.75,1037100
2020-01-07,2785.25,2815.25,2763.300048828125,2785.89990234375,2785.89990234375,1330400
2020-01-08,2751.199951171875,2777.199951171875,2736.39990234375,2767.25,2767.25,1559800
2020-01-09,2814.949951171875,2820.449951171875,2787.25,2806.800048828125,2806.800048828125,1279700
2020-01-10,2820.60009765625,2864.550048828125,2803.199951171875,2840.75,2840.75,1504800
2020-01-13,2851.85009765625,2877.35009765625,2846.14990234375,2874.10009765625,2874.10009765625,1000100
2020-01-14,2880.5,2917.10009765625,2876.85009765625,2900.64990234375,2900.64990234375,1349700
2020-01-15,2888.800048828125,2927.949951171875,2870.800048828125,2921.449951171875,2921.449951171875,1257300
2020-01-16,2920.10009765625,2924.10009765625,2872.5,2884.800048828125,2884.800048828125,1095200
2020-01-17,2882.89990234375,2895.0,2860.60009765625,2864.64990234375,2864.64990234375,833400
2020-01-20,2872.699951171875,2882.35009765625,2832.25,2835.85009765625,2835.85009765625,1011800
2020-01-21,2823.64990234375,2845.75,2794.35009765625,2799.949951171875,2799.949951171875,1100
2020-01-22,2804.800048828125,2806.14990234375,2749.5,2756.75,2756.75,1200
2020-01-23,2759.050048828125,2779.35009765625,2750.949951171875,2769.25,2769.25,1400400
2020-01-24,2772.39990234375,2808.0,2756.89990234375,2796.199951171875,2796.199951171875,935600
2020-01-27,2766.699951171875,2767.64990234375,2698.5,2709.75,2709.75,1236900
2020-01-28,2705.75,2706.949951171875,2625.199951171875,2642.25,2642.25,1326900
2020-01-29,2673.10009765625,2700.39990234375,2662.35009765625,2665.85009765625,2665.85009765625,1108700
2020-01-30,2667.39990234375,2669.550048828125,2621.050048828125,2628.89990234375,2628.89990234375,1272700
2020-01-31,2642.25,2645.699951171875,2559.85009765625,2569.0,2569.0,1380000
2020-02-03,2475.449951171875,2522.699951171875,2458.449951171875,2510.949951171875,2510.949951171875,1313400
2020-02-04,2537.60009765625,2598.85009765625,2523.699951171875,2594.25,2594.25,1132200
2020-02-05,2605.699951171875,2677.800048828125,2585.800048828125,2665.39990234375,2665.39990234375,1274000
2020-02-06,2684.75,2708.64990234375,2662.75,2688.75,2688.75,1335100
2020-02-07,2684.199951171875,2715.85009765625,2660.800048828125,2710.800048828125,2710.800048828125,1141900
2020-02-10,2687.64990234375,2692.85009765625,2616.75,2628.89990234375,2628.89990234375,1338500
2020-02-11,2650.85009765625,2683.10009765625,2648.199951171875,2651.75,2651.75,1379300
2020-02-12,2669.0,2691.050048828125,2653.050048828125,2668.25,2668.25,1097900
2020-02-13,2671.39990234375,2674.85009765625,2635.10009765625,2651.60009765625,2651.60009765625,852300
2020-02-14,2649.5,2663.25,2608.85009765625,2613.60009765625,2613.60009765625,890700
2020-02-17,2614.35009765625,2622.35009765625,2581.75,2586.699951171875,2586.699951171875,1040900
2020-02-18,2572.39990234375,2573.300048828125,2514.0,2556.050048828125,2556.050048828125,1272800
2020-02-19,2588.300048828125,2606.800048828125,2569.60009765625,2591.050048828125,2591.050048828125,1027600
2020-02-20,2582.949951171875,2627.25,2568.25,2612.25,2612.25,1143300
2020-02-24,2578.800048828125,2578.800048828125,2463.25,2469.60009765625,2469.60009765625,1349100
2020-02-25,2495.25,2510.75,2462.050048828125,2470.35009765625,2470.35009765625,1171200
2020-02-26,2431.60009765625,2456.550048828125,2416.39990234375,2430.0,2430.0,1238600
2020-02-27,2424.199951171875,2425.300048828125,2367.800048828125,2410.050048828125,2410.050048828125,1175100
2020-02-28,2333.199951171875,2335.050048828125,2230.60009765625,2246.050048828125,2246.050048828125,2031700
2020-03-02,2307.60009765625,2326.550048828125,2169.050048828125,2197.60009765625,2197.60009765625,1611700
2020-03-03,2238.949951171875,2339.449951171875,2238.050048828125,2320.75,2320.75,1753300
2020-03-04,2321.949951171875,2323.949951171875,2247.25,2304.300048828125,2304.300048828125,1773800
2020-03-05,2327.64990234375,2351.449951171875,2278.0,2284.85009765625,2284.85009765625,1468600
2020-03-06,2171.050048828125,2201.64990234375,2133.800048828125,2183.89990234375,2183.89990234375,1172000
2020-03-09,2101.949951171875,2107.949951171875,2004.0,2020.050048828125,2020.050048828125,1867400
2020-03-11,2010.300048828125,2032.949951171875,1968.3499755859375,1986.949951171875,1986.949951171875,2045500
2020-03-12,1869.800048828125,1875.5999755859375,1768.25,1800.5999755859375,1800.5999755859375,2502700
2020-03-13,1677.6500244140625,1922.9000244140625,1546.1500244140625,1903.3499755859375,1903.3499755859375,2792500
